,text,label_sentiment
7438,"The hotel has charm and is centrally but quietly located. You can reach the Opera House in 30 minutes on foot or Kings Cross station in 5 minutes. My room on the 2nd floor was small, but clean and the bed comfortable. The staff was friendly and helpful. A breakfast possibility is not offered, but all around it is teeming with restaurants. The laundry, which is available for guests, is practical. Unfortunately a late-check-out was only possible until 12 noon, after that a whole night had to be paid. Maybe this is usual in Sydney, I don't have a comparison here; for me it was very impractical. Nevertheless, I would consider the Challis again and also recommend it if one can live with a small room.",1
63407,"The only good thing about this hotel was the location for which I gave the two stars but everything else was lacking. I got a room for 3 people but at check in they gave me only two keys and when I asked the front desk lady for a third key she said that I needed to pay extra money. That should not happen when I’m already paying extra for a third person.  Each adult needs a key as you need to leave one inserted to keep the lights on and to access the elevators. The bathroom in the room had only one partially used toilet paper and no extra anywhere in the room.  With 3 people sharing the room, the second day we ran out of toilet paper so we called the front desk and they told us to come down to get one. Since we were going out, we told them that we didn’t need housekeeping for the day but to have the housekeeping leave fresh towels and toilet paper. When we came back they only left towels and not toilet paper so we had to go down to the front desk to get one. Guests running out of toilet paper must happen frequently as front desk keeps toilet paper with them. Also, when they give you toilet paper is not even wrapped which is unsanitary.  They are cheap with toilet paper so you can imagine what is with the rest. Anyway, I'm not going to get into detains but you can get an idea. Also, there is not enough lighting in the room even with all the lights on. During the day we opened the curtains to let some light in, but because the window is facing another building that is in very close proximity, it does not allow much light into the room.  Overall this is a 2 star hotel. Actually 2 star hotels have better service and amenities. Stay somewhere else.",1
10603,"The hotel is in a nice location. Yolk, the restaurant around the corner is a GREAT place to eat. THe aquarium and Museum are not far away. However, it is VERY hard to find a taxi at this hotel, and it takes lift a while to get there. The Front Desk did not help us wit this. Room ad no fridge, bathroom was not super clean, no TV guide in the room, and overall not the best experience I've had at a Best Western. ",1
5686,"Initialy I booked to Nessebar Beach Hotel in the proximity but with a good luck we were transfered at Burgas Beach Hotel in one appartment WITH NO EXTRA COST!!! To mention that Burgas Beach Hotel and  Nessebar Beach Hotel belonging to the same holding toghether with Trakia and Trakia Plaza. There are quality services and friendly personel, I haven't seen drunk or unfriendly bartenders. I saw many germans (maybe over 80%), english, russians, romanians (my case:). Recomended for families because of the silence and order. 3 minimarkets downstairs with everything at regular prices.",1
25062,"Room was filthy, crumbs on stove. Mould through the bathrooms and kitchen and all over the curtains and window seals. Behind the cushions on the couch was a filthy face washer wirh what looked like blood on it",1
50825,"I frequently stay with “Meriton suites” and this was the first time I was disappointed!  We arrived and checked in, went to our room and it was like a sauna… we turned the air conditioning on, half an hour went past and it still wasn’t cool. It was that uncomfortable that I laid on the bathroom to try call down!! I called down to reception and they sent someone up to look at it, he couldn’t fix it and said he would get maintenance up to look. An hour or so has no passed without air conditioning. We then get a call from reception saying they can’t fix the air conditioning so we are being moved to another room. We got to reception and collected the new key. We then got to the room and opened the door and got hit with the strongest smell of cigarette. We had an event that night and kinda just had to deal with the smell because at this point we only had 45 minutes to get ready.. the following morning we checked out and explained our experience, quiet disappointed in the receptionist response of “we are sorry you feel that way” no offer of a discount or a refund. So my overall experience is very disappointed.. ",1
43266,"Not a very happy experience with this hotel from the beginning till we checked out.   Firstly we weren’t given a room till 6pm and they aren’t really apologetic and considerate at all when we requested for a late checkout instead.   Secondly we weren’t really able to enjoy the swimming pool as they have a booking system due to pandemic which I understand but it’s always fully booked.  My children are not very happy with our staycation for 4 days this time.   Lastly during checkout they didn’t even attempt to ask how you stay was like other hotels, not like their sister hotel ‘The Royal Plaza’ in Mongkok which is so welcoming.   I’ve been longing to experience the stay with this hotel as they have a very good reviews but It’s just sad coz I’m really very disappointed and I will never come back again.  This will be our first and last stay with ‘The Royal View’.",1
61097,"Staff was super nice, but stay mediocre. Overpriced for an older, somewhat run-down hotel. Complementary breakfast sealed the deal- watery oatmeal, fruit that was not fresh, no non-dairy options for coffee. I won't be coming back.",1
9237,"The arrival was ok. Parking garage dirty and tight. Room was not as advertised and dirty windows, vents and worn out furniture. Very dated equipment. Basic cable. I would not return and don’t recommend others go unless truly desperate. ",1
36025,"These apartments are on a small complex.with a lovely pool. Our room was small,clean and comfortable,and has everything you need for a self catering holiday. You are close to the beach and Restaurants.Panos and John who run Samsons was very helpful.They also do free airport transfers if needed.  We traveled 17th 24 th October and found its the end of season and there wasn't much open.",1
25937,"The only things that were clean upon our arrival were the towels and bed linens. I bought paper plates to use and washed all the utensils and pots before using them. There’s supposed to be a vacuum in the room - there wasn’t one, no face cloths either. Considered changing hotels but was booked with a group and daughter didn’t want to leave the group so I cleaned counter tops etc myself, decided it was clean enough to be comfortable with. The only reason for the 2 star review is Gardenia, the front desk agent at the time of check in - she actually deserves 5 stars - but the hotel gets zero. ",1
40979,"Had to postpone trip to Milan due to closed borders. Despite several attempts to waive cancellation fee, they insisted on zero refund. This was a 5 night stay and have offered a compromise, say charge me 2 and refund me 3. Zero flexibility, terrible customer service. Will be back in Milan but certainly not in this hotel, will be taking my business to someone else ",1
46396,"I decided to book this hotel as it was in a decentish location but unfortunately alot let it down and I wouldn't go again.  Pros. * Nice decor throughout including Christmas decorations and a seaside/ocean theme. *Good English music played in the lift and entrance floor. *Decent shower. *Cute fish etc in a tank outside. *Lovely pizza in bar.  Cons.  *Staff attitude including telling lies...  Some examples are...  *I go to check in and they tell me off and treat me like some sort of diseased person just for taking off my mask so they can see it is me on my passport. Said check in lady said that the roof top is open to take drinks to, well it was never open during opening hours when I tried to go.  * My first morning there is a knock on my door and it was the cleaner, she clearly understood no English and even though NO means NO in Spanish also left my room and put an ok to clean sign on my door !   * Staff only seem to want to fully understand English when it is convenient to them, I asked one lady if the story on the news was in Spain and she pretend she didn't know even though she could read the subtitles unlike me if she wasn't so lazy.   *Lies at the bar in relation to food I ask if the dish came with anything extra  and they both said no and thus I ordered more and then the dishes come out with multiples of the same things/ side dishes. They lied to get more money out of me.  *Don't sell cocktails you don't even know how to make!  * They advised me to go to a clinic down the same road for a pre flight Covid test, said test wasn't conducted properly, trust me I should know as I have had a Nurse do one before an operation. They will get comission.  *Breakfast as a whole is no where near good enough. You have the Croissant for the French , this for that nationality but nothing for the British and considering we bring the most tourism to Spain it's not good enough. No warm food at all. Some sort of bizarre omlette that was of fridge temperature and was horrible.  *Silly wooden tongs given at breakfast are useless and break and not good enough for people with coordination issues and or hand disabilities. Also the fact that you can't get a clean plate after you have eaten something messy is stupid.",1
10321,"I had my friend brought over some clothes and my personal items and have him leave it at front desk so I can pick it up later. The hotel staff insisted on searching into my personal items and treated us like some dangerous terrorists!! I’ve traveled all over the world and stayed in countless hotels, never once has been treated like this!  Very unprofessional and unfriendly!",1
54063,"Stayed here for one night before taking the flight from Tokyo. The staff was very helpful and the rooms clean and trendy. Wi-fi worked without problem.  I had expected it to be closer to the Shibuya centre (should probably have looked it up before) but it's a fifteen minute walk from the crossing and in a quieter area.   Didn't meet any other travellers either, probably because I didn't spend much time there, but could also be because the lobby wasn't really an optimal place for meeting people (it was transformed into a restaurant later in the evening).   However, would recommend to stay here. It's a good hostel.",1
31999,"We stayed here with 5 friends for three nights. At first we were really happy because it was so cheap, nice pool, nice looking restaurant. The actual rooms however were very disappointing. 12 people in a small space, 3 level bunk beds and gosh, it was so hot (apparently there was air conditioning but they didn’t manage to make it work). The bathroom was dirty. Also, when we asked to extend for one night, we had to pay twice as much for an extra night.  Overall the actual hostel wasn’t very good, the pool was nice and the restaurant seems cheap but it isn’t because one course doesn’t fill you up so end up paying for two meals. ",1
62359,"I personally loved the place, it's not a hotel .. more of bed and breakfast.. the area around it makes you feel like you're in a different era.. There were some few point I hope the managment would take care of:  improving the variety of breakfast- you're paying as much as you're for a 4 stars hotel-.. also room cleaning -they just change bed sheets and towels! - I saw a vacuum cleaner but I didn't see the dirt gone ",1
10763,"I guess for a hundred usd in Tokyo, this is what you will get... 500 Mt's from station and metro... Old hotel... Small rooms. Nice breakfast. Average... Just about OK to stay if on a budget. But not recommended... Travel time into City Centre is 30 to 45 mins 1 way.... Spend 150 and stay in the centre... I feel.... Did not take pics.... Enough to look up. Bhagwan. ",1
29743,Hotel have done some renovation! Car park space is limited. Have to park to the mall beside the hotel. Rather far as no direct lift access to hotel especially I hv kid coming along with me. Walking distance to parkway parade mall. Walking distance just beside the parkway parade mall.   We dine in at the hotel restaurant Feast Roxy. Reasonable price !,1
61043,"We arrived late and missed the entrance because there was no lighting towards the property. We weren’t greeted, the agent was sitting behind the desk on their phone then walked up with earbuds in. Was rude and inattentive.",1
32034,"Front desk staff confirmed a price on internet and then did not honour that price. Insisted on higher rate when I tried to book within 48hrs of them confirming a lower rate. I booked a private room for a month at a different property. They agreed to a rate in writing and then refused to accept that the booking.   I have been a host on Airbnb for a number of years and a host (someone with a listing) has 3 options when they have selected ""dynamic pricing"" on their listing: 1) send a special offer matching the rate you just agreed to. 2) Agree to adjust the rate back to what you agreed to after the booking (by giving a refund in Airbnb), or 3) Turn dynamic pricing off and adjust the rate manually back to the rate you already agreed to. Canggu Beach Hostel was contacted by both myself and representatives of Airbnb and stated ""no, we will keep the pricing as it is"". I booked a month stay for a private room at another property.",1
52713,"Hotel is in a good location but the bedding on the main bed in our family room had blood spots/stains on it.  Had just got back from a long day visiting museums etc but as there are no phones in the room I had to get dressed again, take some pics on my phone and take them down to reception.  We then had to wait for the bed to be made again with fresh bedding by which time we found more blood stains.  I didn’t get pictures of the worst stains as I didn’t want to look at anymore but I’ve attached a few that I took at first.  Oh, then the fire alarm went off at 4am so we had to wait outside in the rain with our 6 year old until we were allowed back in.    I thought this was down to someone smoking in their room but having read the other reviews it just seems to be a thing at this hotel!!!",1
27733,"Very difficult for me to give this hotel just 3-stars because hotel staff was nice.   But, the one of the hotel rooms (we booked two rooms) had sewage fumes coming through the bathroom plumbing.  To staff's credit, they tried to put us in a nice suite, but it was too pricey.   So, we had to move hotels.  Very inconvenient and threw a wrench on one of the days we were planning to site see.  Instead we had to find another hotel.    I would have given them 4 stars for their effort, but the guy at the front desk came downstairs to ask us to pay for our children's breakfast - this was surprising and a bit offensive given we had to change hotels.",1
2994,"the room is quite fine but expect to experience some maintenance issues such as  shower broken etc. location is little bid hard to locate at sultanahmet area, however the staff are good and its very safe to stay there.",1
54026,Stayed here for 2 nights in a 2 bed room. It is VERY small. As in one person had to be on the bed for the other to shut the door. Stairs up to top bunk and a very slippery wood and very steep. (Obviously there isnt any room for a wider ladder). It was very clean and the staff friendly. ,1
31204,"I genuinely don’t see how anyone has rated this hotel. My room was in the attic we had to carry 3 cases up a small concrete staircase. The room was awful and not like any pictures, it smelt. I’m amazed at how this has 4 stars I really am. I could go on",1
66195,"I was very disappointed by my last stay at this hotel. First it turns out to be more a business hotel for seminars than a hotel for a vacation but the worst is that I was charged twice: I paid online when making the reservation and I was charged again upon checkout.Despite many phone calls at the hotel  with long waiting times, nobody was ever available even when calling at their official available stated times. No more success with emails from me and also emails and calls from the agent. Nobody came back to just even reply or explain what their view is, not a good service for a 5 stars hotel specially for  a “ the Address hotel” which is otherwise an excellent hotel chain.  At the beautiful pool the music is now very loud and the service very slow as it took me 40 minutes to just get a drink. Hotel guests have no advantage versus outside clients. The fact it is managed by an outside company doesn’t help. This hotel used to be one of my favourites in Dubai but today there are better choices around like the Address beach resort for a great vacation with nice relaxing pools and top service.",1
36894,"No water in the room, very thirsty- pls imagine May in Dubai, 30+ Degrees Celsius, and informed the receptionist.  Bad luck, no follow-up ：（. Then beg the receptionist for the water again and again, After 30 mins, finally received the water.  ",1
59315,"Pros - CHEAP, convenient location near Waterloo station, nice staff, good breakfast. Cons - Not having decent wifi is a killer for me.  Third floor toilet doesn't really flush and there is no soap to wash your hands, no bath mats outside showers so expect more water outside shower than inside, the mop to clean the water up isn't clean, lots of stairs, The noise from the Waterloo station trains and the noise from the traffic light crossing is VERY loud.   People only spend a night or two here so maybe that is why the ratings aren't bad. Staff cleans but the carpet and linoleum simply have to be replaced.  No a/c so it could be hot in summer.",1
39263,"Staff were cooperative and helpful throughout my stay. I would recommend others to consider this  hotel. Also, its location offered me the quietness I needed to complete my work. In addition, its proximity to town made it convenient.",1
5106,1. Need to walk for 10 mins or ride shuttle bus from airport limousine bus stop or subway. 2. Hotel is so sticky about late check-out. We only ask for 1 extended hour and they only agree to extend for half an hour due to peak season. Quite unacceptable considering the hotel size. 3. Staff is so rigid and they won't go above and beyond to impress your stay. With the same amount of money that you pay probably it's better to stay in other 5* hotels. 4. Hotel is overcrowded with local who came for staycation over summer seasons,1
65428,"Location is nearer to Harajuku, it is better to just alight at Harajuku to avoid confusion for first-time travelers traveling to Shibuya. if you alighted to Shibuya can take the Hachiko exit.  The hotel room itself is quite small, there will be no room for your big luggage, the shower room is standard (No bathtub, as there is onsen in level 2). I will recommend not to order their breakfast as menu never change and you will eat the same thing every day (Apart from one pasta dishes that will be changed every day).  There are a lot of vending machines which is good. You can also rent an extra pillow, which I'm not quite sure how it works and it looks dirty as anyone can grab the pillow and return it in the communal area.   Washing machine is in the common room,  which is good if you wan to wash your clothes.",1
22916,This hotel had a friendly reception and is clean etc.  however very misleading saying on a bus route.  It is on the bus route but at the furtherest point on the bus route that takes 20 min to the train station and which is the furtherest point on train station so another 20 min to get to the train center so too much time wasted just to get to a point to to start planning to get to an attraction . Nice hotel not for the the tourist though,1
34369,"Charged for valet parking when we didn’t park at the hotel. Caught it once we left the hotel. Had to turn around and go back to have it corrected.   Room wasn’t ready. Had to be moved rooms to a room without a tub (have two small children) and didn’t have any dishes or cookware. Had to call twice to get cookware and dinner ware. Still didn’t get four full sets as their site said we would get. Also went down to front desk for dishwasher soap because no one was answering the phone. They said they’d send someone up with some, never received it. Called for towels as well (we did receive those).   There is a $75 “daily incidental fee” that you get back a few days after your trip (still haven’t received that back - $181!). This isn’t mentioned anywhere when booking. So if you’re budgeting for you trip, note that this is not mentioned anywhere when booking (we booked on booking.com). ",1
9737,"We stayed at this hotel for three nights. The service is good and they were very friendly to store our big luggage for ten days while we were out sailing in the Greek archipelago. The rooms are clean and big with god AC and lots of power outlets. God showers and toilets. The breakfast is also complete and tasty. Not the biggest breakfast selection, but plenty enough. The only bad about Areos are two things; WiFi is terrible. A bad signal in our room (202) and constantly dropping connections. I had four times faster and better connection on my mobile phone than on the hotel WiFi. So if you are depending on good WiFi this is not the hotel for you. Then we have the neighborhood. On day time it's not too shabby, but at night you would not want to walk around the blocks around the hotel. Several native Athenians we spoke to described it as a not so good neighborhood and asked us to look out for ourselves when walking in the evening. So Taxi is recommended. But as the Plaka is close it is only a €5 taxi ride to the nice Plaka and all its restaurants. Also not recommending the subway as we were almost robbed there!",1
17068,This place is absolutely breathtaking and the hot pool is amazing and the ideas that they have to entertain you are amazing but this is all overshadowed by the horrible service. The only time we got proper service was when a manager got involved. We booked a gourmet picnic for our anniversary and the waiter that assisted us acted like she was doing us a favor. The food had been left out and the salads were all wilted. The blanket that she put us on was dirty and full of ants. It really ruined our experience.   The rooms were good but I felt they were really expensive for what you get. We spent the whole week at different hotels so we could compare. Its a real shame cause the place is so beautiful and you really feel like you are in the cape town wine farms.,1
23288,"Was visiting our daughter at Univ of Chicago and this was an inexpensive nearby hotel to the school. The best part is probably the free parking. I would actually say it's more of a motel. No amenities. Carpet was dirty. Poor shower water pressure. It's ok for an inexpensive one night stay. To make things worst, we checked in late and was stuck into a smoking room. Though front desk did try to help in letting us into a couple of smoking rooms to see if it was any better. They did offer a $10 discount for the inconvenience.",1
12116,"I have stayed at this hotel a number  times over a number of years. This time was a very ordinary experience. I was required to do quarantine on entering Hong Kong. Instead of being treated as a guest, I was treated like an infected and unwanted alien.   The room was still quiet and clean. It helps having very little aircraft noise due to the very few number of aircraft arriving.   As I was in isolation for my stay at the hotel, food becomes very important. The time it takes, and the quality are all amplified by the fact you are trapped in the hotel.  Unfortunately, the food was very expensive and ordinary for was it was. Delivered in a plastic bag in a takeout container, it was definitely not restaurant quality, but it was definitely expensive.  A difficult situation for the hotel, but one that it is not doing well.",1
8461,"Pros  - location: nearby and at the hotel itself is a plaza including many restaurant and a supermarket that opens until 11pm. Walking to Toyocho station is not that far with 7 mins walk. In addition, u can walk to the park in 5 mins.  - staffs are great in general Cons - room size is too small for 3 people room - air conditioning is poor and feeling humid and hot in the guest room - though the hotel is like a 4-Star ( convention / conference hotel ) the large space is not relevant to my stay - entire building and facilities are built back in early 90s which needs major renovation - swimming pool requires 4000 yen ! But the website did not mention - gym is small and old if you care",1
52559,"I was checked in speedily to a nice, sizeable room with mountain views. This place was also close to my work so it meant I could have a longer sleep in the morning which was nice. The restaurant staff were helpful and I enjoyed the food.   Everything started off so well but then some standards began to drop, I guess you could call it the domino effect. Firstly, I was awoken on my third night at 4am to the sound of a loud TV from another guest - I can't very well blame the hotel for the rudeness of another guest, but it was irritating and of course I didn't want to change rooms at such a late time in the night.   When I returned to the hotel after work, I explained that I wanted to move rooms for the upcoming night as I didn't want to risk another night of disturbed sleep. The receptionist obliged kindly and asked me to wait for 20 minutes in my room while they arranged and readied the room for me. After 1 hour and two  irritated phone calls from myself wondering why I was told to wait for so long, I was finally taken to my new seaview room. The room was fine, it was smaller than my last room, but what was annoying is that someone had clearly smoked in this room (hence why the wait time I imagine was so long). At this point, I couldn't be bothered to change rooms as I didn't want to spend another hour or so having to wait for a room change. As I was only staying one more night, I decided I'd go down to the swimming pool bar and enjoy some drinks by the pool that evening. A waitress in the restaurant showed me to my table outside and gave me a menu. Despite their being a bar outside, there was no bartender. 15 minutes later, no sign or trace of a front of house staff member could be found outside. They just decided to ignore the fact that I was outside, which really irritated me. I left the venue and explained to the restaurant manner that I was purposefully neglected and left in a huff. I thought that I'd order room service and proceeded to order a bottle of sparkling wine that I had seen on the bar menu downstairs. However, this wasn't available as room service (despite coming from the same restaurant) so I had to go back downstairs and order it and then ask for it to be sent to my room! The same restaurant manager could see that I was irritated so he sent me up the bucket of ice and glass which came after I arrived back in the room.  Despite the flaws, I did actually enjoy the hotel and realise that my review reflects mainly on the problems. However, in hindsight the hotel was still nice and spacey The food was good too - particularly the burger! I would return, I just think more attention to detail here is lacking. Please don't put non-smoking guests in smokey rooms, or at least clean the room out thoroughly and offer another room in the meantime! Funnily enough, this is the second time I've stayed at a Hyatt hotel and had to be moved to another room, only to discover that the room I'm being moved to had been smoked in!",1
25981,"I have done the Disney trip a few times before with my family. I always try to stay at serviced apartments as very convenient with the family and kids. Stayed before at the Hilton Grand Vacations and Sheraton Vistana, where I had a great experience. Unfortunately I haven’t had the same experience at the Floridays.   Upon my arrival I was informed that my apartment would be house cleaned only once during my stay and if I wanted more service I would be billed as much as 69 dollars per day.   The apartment was comfortable enough although rather old. Parking was convenient although it was clear that facilities were packed. During the night we could hear a lot of noise from vicinity and even an argument/discussion between neighbors which scared my family",1
39812,"The location of the hotel is excellent.  Few minutes walk to the myeongdong train station.  Lots of restaurants,  shopping, safe neighborhood and even though the hotel is in the center of all the hustle and bustle,  its surprisingly very quiet in your bedroom.  Breakfast was very good,  selections of hot and cold buffet.  The room is excellent in size.  Plenty to walk around.   The reason why I only gave this hotel 3 star rating was because with my encounter with the staff.  From the doorman who don't even greet you when you enter or exit the hotel,  to the restaurant staff who help themselves with coffee,  hot soups,  and juices.  C'mon guys,  guest like me can see you helping yourselves for the food that meant to be for guests.  Go to the kitchen and get your soup or drinks there away from the observant eyes of the guests. It doesn't look very professionals.   Room attendant are excellent.  My room was very clean.  A very big thank you to them. ",1
29891,"Paying over $400 for a nights accommodation and the room did not have a smart TV, is not acceptable. We could not sign in to Netflix, Stan or Foxtel, this needs to be corrected ASAP. Also, the dishwasher did not work.",1
48010,"Simply awful. This was sold to us as a 5 star luxury hotel for a romantic break…It is certainly not.  The hotel is old and very dated, the restaurants bland and expensive, and no decent bars on site. The main pool is tired and dirty, there are approx 30 sun beds around it and no atmosphere.  The beach is not a typical Thai beach, it’s very tatty and has rubbish/ dead coral on it and depending on the tide is not conducive to swimming. You also have regular oil tankers sailing by as the main Phuket oil terminal is just round the corner… Nice bars/restaurants in the little village that the hotel does the shuttle bus to, eat at these and not at the hotel. Was booked in to stay for a week, it was so awful that we left after 2 nights, not soon enough. Told the manager why we were unhappy and would be leaving, but despite saying they would only charge us for the 2 nights still charged for the 3rd, another £200 ripped off by the money grabbing Panwa. I don’t often write reviews but this place is so awful I felt like a had to…avoid at all costs if you want a quality beach front hotel in Phuket.",1
4980,"Unhelpful service while we had dinner, we asked concierge if they could help us to get panadol. No 24/7 medical support.  We asked for early breakfast at 6am and the kitchen said they couldn’t n help but wanted us to call back 30 mins later. ",1
41462,"Fantastic location. house area was very nice. Breakfast was good, basically Cosco but OK to good for continental breakfast. Pretty garden area. SO why the 2 stars? The bed was horroble. Old spring mattress with a cheap pillow top cover. Slumped and could feel the springs through the cheap pillow top. The rooms and the entire house has one thermostat. So our room was very warm at night. and no screens on the windows.",1
31001,"We are frequent Las Vegas visitors. We selected Paris because of the WSOP proximity. The room was okay. There are no USB chargers in the room, but that's fine because we always bring plug-ins for travel. Overall,  the property is a little tired and darker than average. Great meals at Nobu (stupid expensive but we know that ahead of time as frequent diners) and Gorden Ramsey's place. One concern is that security was often absent at the elevators. That is, nobody checked for room keys.  To be specific, nobody was at the security station for hours at a time. Sunday, nobody was ever at the station. It wasn't that they were distracted or helping somebody away from the podium. Nobody was working at the podium - at all. Also, when security is present they only check for whether or not you have a key. Updated properties check to see that your key is active. That should be standard operating procedure. We'll be back again in LV later this month for more WSOP action but will stay elsewhere even with the convenience of the Paris location.",1
30993,"We had an over all good time! We were not happy about a couple of things! 1. When we got to our room - the queen size bed sheets were dirty with something brown, couldn’t even tell what it was. 2. Our fridge was not cooling too well and on top of that they left it dirty with an open food container in it. 3. The one thing that upset me the most was the fact that we were not able to do the water park at all, the water was freezing cold that even with Florida heat we just weren’t able to get in. This was the main reason why we booked this resort so it sucked that we were not able to enjoy it. The pizza place was good and the burger place by the water park was delicious as well! ",1
53764,"Room was clean and nice, however, was smaller than a room my friends stayed in on a higher level for one night even though I paid for the larger room for 2 nights. They also had a working tv which we didn’t.",1
46890,"My wife and I were traveling around Greece for our honeymoon, and we stayed here for the downtown Athens leg of our trip. The first night they did not give us the room we booked, which should have had a single king-size bed. We instead got a room with 2 separate twin beds.  The front desk did nothing but give us excuses and bottle of champagne after giving us a room we didn't book, completely shutting us down on comping the room or giving us a discount on the stay.  The elevator system here is also very broken. They tried to use a destination-based system like you'd find at high-end office buildings but it is not programmed correctly so you will find the elevator waits to be extremely long sometimes.  We had another night booked at this hotel on a future date that we decided to cancel because of the bed mix-up that they refused to correct for us. They outright denied our cancellation and ignored all attempted contacts by the agency that booked the hotel. No refund on the cancelled date, but at this point I was so annoyed with the staff and the broken elevator system at this hotel it was worth paying not to stay there.",1
23337,"Graduation weekend for parents of University of Chicago means expensive hotel tabs. We stayed here about a year and a half ago just prior to the La Quintal opening. They are both owned by the same company. They were renovating exteriors then and are still in the process. The hallway doors and frames have all been replaced. Windows are new and air conditioning units have been replaced as well. Most rooms available during graduation weekend were in the $295 and up range. We booked for around $135.  As they continue to upgrade I expect prices will also go up. At some point I also expect them to upgrade the convention center they also own. The staff were 100% on top of their hospitality. All of them were friendly from the front desk, housekeeping and the guy getting the pool ready for summer. The discounted breakfast buffet in the restaurant was a good start for the day. A little walk or short cab ride to the 53rd St area and there are lots of great dining choices as well. Sat on the wall by the front desk on Friday night to catch the fireworks show from the Navy Pier for some free entertainment. If you are a super picky traveler this hotel might not be for you.  I met interesting staff and guests during our four nights. Can't wait to see what this complex looks like when they finish the entire project. As an affordable alternative for visitors to University of Chicago or Hyde Park it's a good choice.",1
45950,"They didn’t make up room Tuesday, and said it was because we had the do not disturb sign up, but that was only true for an hr in am and from 3-5 in pm. When we complained, at 5:00 they said it was too late. They asked if we needed anything and we said towels. They asked about coffee and we said yes. So when we returned from dinner they had given us small towels (no big ones) and only coffee … no clean cups or sugar! Not great! Our room was lovely and large, but had a view of an air shaft!",1
52295,"We arrived very late to check in and the front desk employees were very inviting and helpful. Unfortunately, our room was without light in the bathroom. We asked to be moved the next day. Another front desk employee, stated that ""ALL"" the rooms have the same lighting problem and that the bulbs needed were on backorder. We asked for clean face towels. Only once were these towels available. After 5 days in a dimly lit room, the fifth day as we were set to check out, a bulb was finally installed. Too little too late for us!",1
14983,Rooms are gross. Smell and full of mold. Stay away from this hotel at all costs. The ac was so loud I had to turn it off to sleep. The floors are like ice skating rinks. So much so I fell in the shower. I had to put down a towel in the shower so I wouldn’t fall again ,1
34482,"Disabled executive room so low sink and wet room, nothing executive and feels a little dingy and dirty room needs tlc. The room is noisy like a load fridge. The staff at reception are friendly and polite. Good location 8 mins from north acton station. ",1
50895,"Where to begin - DO NOT GO!!  When we arrived - the lobby looked lovely.  When we got to the room the toilet was leaking, there were bad smells, all the taps were rusted, lots of stairs and corridors (which were filthy) and no one to help/assist us to the rooms. We booked 3 rooms with two single beds in each, but gave us 3 rooms with double beds. They could not accommodate for the single beds at the time of arrival and asked to return to reception the next day. When returning to the reception the next day, they didn't have anyone to show us the rooms so gave the keys to us and we had to look ourselves. All the other rooms they showed us were still double beds, dirty and had issues.  Throughout the duration of the stay, the reception staff were not friendly, some were extremely horrid/nasty/aggressive. As the phone in the room didn't work (as well as lights, fridge, flush not working, bath filling with water, leaks in ceiling, no AC etc.), we'd have to walk to the reception every time, which would take 5-15 mins. This was done regularly as the receptionists never followed through with their promises.  The managers were having loud arguments in the dining area, blocking food I wanted. It was extremely unprofessional. There was no AC (air conditioning) in the whole hotel (lobby, rooms, dining area), completely unacceptable. The food was atrocious and there were always flies on the food. The snack bar was very bad. Soggy food, no chips, flies everywhere. No alcoholic drinks in the pool bar. Beach bar not open. No glasses (drinks were served in paper cups). No pool towels - were advised to use room towels, but were not given more towels to shower. When requesting new towels, they would not arrive for over 3 hours (if your lucky!). Rooms are not cleaned properly, sometimes dirtier than before! Lack of sockets in the room, therefore couldn't charge my electronic devices through the night. In the day electricity is off (as it requires a key card to stay on and if a key card is kept in, they remove it and take the key). The hotel is not cleaned during the day or evening, only in the morning during breakfast time, so when you wake up to put towels out on sun loungers, bins are full from the previous day, tables are dirty etc. Dining room is filthy. All tables are not cleaned when arriving. All mats are dirty. Cutlery is dirty. You have to search the dining room yourself for cutlery and cups. The waiters too struggle to find cutlery.  The entertainment is pretty awful. They do not follow the scheduled displayed on the board. By the pool, they are forceful and pushy. Everyone hurries (as advised), then the entertainment team take their time to begin the activities. They always try to save costs so do not get professionals to perform in the evenings. The team are working extremely long hours. Bebo is miserable, Malik seems inexperienced, Speedi and Hedi are keeping the entertainment team going.  It seems the entertainment team have been tasked with going around the pool and begging guests to write great reviews on TripAdvisor - this is awful! Not truthful, forceful and not pleasant when you are trying to relax by the pool. Therefore I'd say - don’t believe the good reviews because it is likely to be written by hotel staff. Pool is much smaller than pictured. Sun loungers not clean. Local alcohol is bad/rough, can make you feel unwell. Other guests (and trip advisor comments) informed me of money missing from the safe - do not use safes!  DO NOT BOOK ANY EXCURSIONS FROM ALI BABA - we booked the camel ride and pirate ship excursions and they were awful! it took 45 mins to get to the boat (where there were some 15 mins away). It looked like an abandoned ship yard, scary. The boat was dated and toilets were filthy. We were packed on the ship like sardines. The camels were all connected together. The scenery was not pleasant. It was just awful.  We found a cockroach (over 10cm long) in the room on the 2nd floor. The next day, another guest found a cockroach in the lobby toilets.  AVOID at ALL costs.  No more a 2 star.  Worst hotel I’ve ever stayed at & I holiday abroad five times a year.",1
50616,"Our favorite hotel in Seoul! Airport limousine bus stops just right across the street and Myeongdong subway station is beside just beside the hotel. Typical room size and amenities but we don’t mind, after all the room is very clean. What we really love about this place is its proximity to Myeongdong shopping area and Twotwo fried chicken restaurant! ",1
